Protein	Protein ID	Entry Name	Gene Names	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	RMAHA1 Spectral Count	RMAHA2 Spectral Count	RMAHA3 Spectral Count	RMAHA1 Unique Spectral Count	RMAHA2 Unique Spectral Count	RMAHA3 Unique Spectral Count	RMAHA1 Total Spectral Count	RMAHA2 Total Spectral Count	RMAHA3 Total Spectral Count	RMAHA1 Intensity	RMAHA2 Intensity	RMAHA3 Intensity	RMAHA1 MaxLFQ Intensity	RMAHA2 MaxLFQ Intensity	RMAHA3 MaxLFQ Intensity	Indistinguishable Proteins
tr|A0A0A8F638|A0A0A8F638_NEIME	A0A0A8F638	A0A0A8F638_NEIME	rplN	122	Neisseria meningitidis LNP21362 OX=1386087	3:Protein inferred from homology	50S ribosomal protein L14	0.9888	0.9738	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1.04E+07	0	0	0	"tr|A0A0N8IDU7|A0A0N8IDU7_9NEIS, tr|A0A1D3HHM1|A0A1D3HHM1_NEIGO, tr|A0A1F1SK01|A0A1F1SK01_9NEIS, tr|A0A1X3CRT0|A0A1X3CRT0_9NEIS, tr|A0A220S0T7|A0A220S0T7_9NEIS, tr|A0A378UJI1|A0A378UJI1_BERDE, tr|A0A7D7S7S5|A0A7D7S7S5_9NEIS, tr|A0A7H1MD58|A0A7H1MD58_9NEIS, tr|F2BAD6|F2BAD6_9NEIS"
tr|A0A0A8F659|A0A0A8F659_NEIME	A0A0A8F659	A0A0A8F659_NEIME	rplD	206	Neisseria meningitidis LNP21362 OX=1386087	3:Protein inferred from homology	50S ribosomal protein L4	0.8501	0.9754	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	8648761	0	0	0	"tr|A0A0G4BX45|A0A0G4BX45_NEIME, tr|A0A1D3EXG9|A0A1D3EXG9_NEIGO, tr|A0A1V0DS16|A0A1V0DS16_NEILA, tr|A0A220S4K8|A0A220S4K8_9NEIS, tr|A0A2I1XEB7|A0A2I1XEB7_NEISI, tr|A0A2P7U2B0|A0A2P7U2B0_9NEIS, tr|A0A378ULA2|A0A378ULA2_BERDE, tr|A0A378VMK1|A0A378VMK1_NEILA, tr|A0A378WCJ9|A0A378WCJ9_NEIME, tr|A0A3N4MTL7|A0A3N4MTL7_9NEIS, tr|A0A4D7X2V9|A0A4D7X2V9_NEISU, tr|A0A5J6PW87|A0A5J6PW87_9NEIS, tr|A0A5P3MTJ3|A0A5P3MTJ3_NEIAN, tr|A0A5Q3RYS7|A0A5Q3RYS7_9NEIS, tr|A0A7X2GYA7|A0A7X2GYA7_9NEIS, tr|C6SIX0|C6SIX0_NEIME, tr|D6H528|D6H528_NEIGO"
tr|A0A0A8F693|A0A0A8F693_NEIME	A0A0A8F693	A0A0A8F693_NEIME	rpsH	130	Neisseria meningitidis LNP21362 OX=1386087	3:Protein inferred from homology	30S ribosomal protein S8	0.9779	0.9968	1	2	0	2	1	0	1	0	0	0	1	0	1	2926380.5	2248457.5	3.36E+07	0	0	0	"tr|A0A0G4BY60|A0A0G4BY60_NEIME, tr|A0A0J0YRQ3|A0A0J0YRQ3_9NEIS, tr|A0A0P7IWC5|A0A0P7IWC5_9NEIS, tr|A0A1F1SIT3|A0A1F1SIT3_9NEIS, tr|A0A1V0DS41|A0A1V0DS41_NEILA, tr|A0A1X3CRK5|A0A1X3CRK5_9NEIS, tr|A0A1X3DDQ6|A0A1X3DDQ6_9NEIS, tr|A0A1X3DGP1|A0A1X3DGP1_9NEIS, tr|A0A220S0X6|A0A220S0X6_9NEIS, tr|A0A2P7U241|A0A2P7U241_9NEIS, tr|A0A378U166|A0A378U166_NEIEL, tr|A0A378UIS2|A0A378UIS2_BERDE, tr|A0A3N4MZK5|A0A3N4MZK5_9NEIS, tr|A0A3S5F6M7|A0A3S5F6M7_9NEIS, tr|A0A3S5F9S8|A0A3S5F9S8_9NEIS, tr|A0A448D7K7|A0A448D7K7_9NEIS, tr|A0A4D7X0M8|A0A4D7X0M8_NEISU, tr|A0A4Y9GJ80|A0A4Y9GJ80_9NEIS, tr|A0A5J6PXQ4|A0A5J6PXQ4_9NEIS, tr|A0A7D7SHR4|A0A7D7SHR4_9NEIS, tr|A0A7T3BLT7|A0A7T3BLT7_NEICI, tr|A0A837BX07|A0A837BX07_NEIMU, tr|A0A8E3RG23|A0A8E3RG23_NEIME, tr|C6M7F5|C6M7F5_NEISI, tr|D4DRN8|D4DRN8_NEIEG, tr|G4CNR5|G4CNR5_9NEIS, tr|L1NR72|L1NR72_9NEIS"
tr|A0A0A8F859|A0A0A8F859_NEIME	A0A0A8F859	A0A0A8F859_NEIME	N875_03035	169	Neisseria meningitidis LNP21362 OX=1386087	3:Protein inferred from homology	Peptidyl-prolyl cis-trans isomerase	0.9641	0.9947	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1.26E+07	0	0	0	"tr|A0A425AR70|A0A425AR70_NEIME, tr|A0A4D7WU80|A0A4D7WU80_NEISU, tr|A0A837C044|A0A837C044_NEIMU, tr|A0A8B2WVE9|A0A8B2WVE9_NEIME, tr|A0A8F7T5I1|A0A8F7T5I1_NEIPE, tr|C0EJS2|C0EJS2_NEIFL"
tr|A0A0C2SBG2|A0A0C2SBG2_PSEST	A0A0C2SBG2	A0A0C2SBG2_PSEST	QX25_02735	154	Pseudomonas stutzeri OX=316	4:Protein predicted	Oxidoreductase	0.8404	0.9735	1	2	0	2	0	1	1	0	0	0	0	1	1	1.66E+07	7.10E+07	9.50E+07	0	0	0	"tr|A0A0H3YSR8|A0A0H3YSR8_PSEST, tr|A0A210XRV2|A0A210XRV2_PSEST, tr|A0A246Q0I3|A0A246Q0I3_9BURK, tr|A0A4Q1HHK1|A0A4Q1HHK1_9BURK, tr|A0A844JS23|A0A844JS23_9FIRM, tr|A0A8D5Y7J1|A0A8D5Y7J1_PSEST, tr|A0A8H0SZS2|A0A8H0SZS2_PSEST, tr|A0A8H2NZX4|A0A8H2NZX4_PSEFL, tr|A0A8I0KTH6|A0A8I0KTH6_9PSED, tr|F8H5E9|F8H5E9_PSEUT"
tr|A0A0C4DGB5|A0A0C4DGB5_HUMAN	A0A0C4DGB5	A0A0C4DGB5_HUMAN	CAST	741	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calpastatin	1	0.999	6	6	0	6	6	0	0	0	0	0	6	0	0	1.57E+08	1.35E+08	1.07E+08	9.07E+07	8.28E+07	6.61E+07	tr|A0A6Q8PH20|A0A6Q8PH20_HUMAN
tr|A0A0D1AVI5|A0A0D1AVI5_STRSZ	A0A0D1AVI5	A0A0D1AVI5_STRSZ	rpmD	60	Streptococcus equi subsp. zooepidemicus Sz16 OX=1381085	3:Protein inferred from homology	50S ribosomal protein L30	1	0.9988	2	2	0	2	2	0	0	0	0	0	2	0	0	2899716	0	0	0	0	0	"tr|A0A133RX57|A0A133RX57_STRMT, tr|A0A1S0ZFT5|A0A1S0ZFT5_SALET, tr|A0A2J9QGH9|A0A2J9QGH9_STRMG, tr|V6YZ86|V6YZ86_STRAG"
tr|A0A0D6MYD8|A0A0D6MYD8_ACEAC	A0A0D6MYD8	A0A0D6MYD8_ACEAC	Abac_041_032	481	Acetobacter aceti NBRC 14818 OX=887700	3:Protein inferred from homology	Glutamine synthetase	1	0.9903	1	1	0	1	1	0	0	0	0	0	1	0	0	2.63E+07	7.29E+07	5.78E+07	0	0	0	"tr|A0A0K0TB46|A0A0K0TB46_ACEPA, tr|A0A0U5F6Q8|A0A0U5F6Q8_9PROT, tr|A0A1D8QTD4|A0A1D8QTD4_9PROT, tr|A0A1U9KHR9|A0A1U9KHR9_ACEAC, tr|A0A252AY90|A0A252AY90_9PROT, tr|A0A252B8L4|A0A252B8L4_9PROT, tr|A0A252BXP0|A0A252BXP0_9PROT, tr|A0A270BR55|A0A270BR55_9PROT, tr|A0A370GBZ8|A0A370GBZ8_GLULI, tr|A0A4Y3TPW7|A0A4Y3TPW7_9PROT, tr|A0A511XLP4|A0A511XLP4_9PROT, tr|A0A5C1YKT3|A0A5C1YKT3_9PROT, tr|A0A6S6PNH3|A0A6S6PNH3_ACEAC, tr|A0A841QBC2|A0A841QBC2_9PROT, tr|Q8GQS3|Q8GQS3_GLUDI"
tr|A0A0E8Z1I8|A0A0E8Z1I8_STREE	A0A0E8Z1I8	A0A0E8Z1I8_STREE	rpmF	60	Streptococcus pneumoniae OX=1313	3:Protein inferred from homology	50S ribosomal protein L32	1	0.999	2	2	0	2	2	0	0	0	0	0	2	0	0	1.09E+07	5422984.5	1751295.8	0	0	0	"tr|A0A0M4JY57|A0A0M4JY57_STRMT, tr|A0A133RTR4|A0A133RTR4_STRMT, tr|A0A1S0Z981|A0A1S0Z981_SALET, tr|A0A1X1KII1|A0A1X1KII1_STRMT, tr|A0A428BEK7|A0A428BEK7_STRMT, tr|A0A8D9K0Q4|A0A8D9K0Q4_STREE, tr|F9P1D0|F9P1D0_STRMT"
tr|A0A0F3H7S2|A0A0F3H7S2_STRPA	A0A0F3H7S2	A0A0F3H7S2_STRPA	rpsK	127	Streptococcus parasanguinis OX=1318	3:Protein inferred from homology	30S ribosomal protein S11	1	0.9943	2	2	0	2	2	0	0	0	0	0	2	0	0	6443872.5	0	3782884.8	0	0	0	"tr|A0A133RX92|A0A133RX92_STRMT, tr|A0A1S0ZF89|A0A1S0ZF89_SALET, tr|A0A3P1S1F5|A0A3P1S1F5_STRSA, tr|A0A428CJH3|A0A428CJH3_STRMT"
tr|A0A0F4LSK5|A0A0F4LSK5_9LACO	A0A0F4LSK5	A0A0F4LSK5_9LACO	atpA	503	Lactobacillus apis OX=303541	3:Protein inferred from homology	ATP synthase subunit alpha	0.9401	0.9886	3	2	0	6	1	0	1	0	0	0	3	1	2	1.12E+07	6115295	1.81E+07	0	0	0	"tr|A0A3M0NK84|A0A3M0NK84_9LACO, tr|A0A8G0AM96|A0A8G0AM96_9LACO, tr|A0A8G0EXF9|A0A8G0EXF9_9LACO, tr|M9SXX0|M9SXX0_9LACO"
tr|A0A0G1XL47|A0A0G1XL47_9BACT	A0A0G1XL47	A0A0G1XL47_9BACT	dnaK	635	Candidatus Saccharibacteria bacterium GW2011_GWC2_48_9 OX=1619071	2:Experimental evidence at transcript level	Chaperone protein DnaK	0.9435	0.9915	1	2	0	2	0	1	1	0	0	0	0	1	1	1.74E+07	3.90E+07	3.15E+07	0	0	0	"tr|A0A1F7QUY2|A0A1F7QUY2_9BACT, tr|A0A1J5HNR9|A0A1J5HNR9_9BACT, tr|A0A1M3BS50|A0A1M3BS50_9BACT, tr|A0A1Q3NNC8|A0A1Q3NNC8_9BACT, tr|A0A3C7Z9C9|A0A3C7Z9C9_9BACT, tr|A0A4V1J7C9|A0A4V1J7C9_9BACT"
tr|A0A0G2JMB2|A0A0G2JMB2_HUMAN	A0A0G2JMB2	A0A0G2JMB2_HUMAN	IGHA2	340	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 2 (Fragment)	1	0.9987	6	2	0	13	1	0	1	0	0	0	6	3	4	2.33E+07	2.06E+07	6.85E+07	0	0	0	
tr|A0A0G4AXR9|A0A0G4AXR9_9BACT	A0A0G4AXR9	A0A0G4AXR9_9BACT	dnaK	633	Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17 OX=1619070	2:Experimental evidence at transcript level	Chaperone protein DnaK	0.9929	0.999	1	1	0	1	1	0	0	0	0	0	1	0	0	1.74E+07	3.90E+07	3.15E+07	0	0	0	tr|A0A1F7Q492|A0A1F7Q492_9BACT
tr|A0A0H3ACP0|A0A0H3ACP0_SALNS	A0A0H3ACP0	A0A0H3ACP0_SALNS	groL	545	Salmonella newport (strain SL254) OX=423368	3:Protein inferred from homology	Chaperonin GroEL	0.9971	0.9988	4	8	0	8	4	2	2	0	0	0	4	2	2	1.17E+08	3.10E+08	2.92E+08	7.08E+07	2.08E+08	2.12E+08	"tr|A0A3K0WHS3|A0A3K0WHS3_ECOLX, tr|A0A5I8EI82|A0A5I8EI82_SALET, tr|A0A5U3J974|A0A5U3J974_SALER, tr|A0A5V9WJK8|A0A5V9WJK8_SALHA, tr|A0A5W3D7A0|A0A5W3D7A0_SALTM, tr|A0A606SKG9|A0A606SKG9_SALIN, tr|A0A751RNX2|A0A751RNX2_SALER, tr|A0A8S7WM13|A0A8S7WM13_ECOLX, tr|G5QCH0|G5QCH0_SALMO"
tr|A0A0H5Q9J0|A0A0H5Q9J0_NEIMI	A0A0H5Q9J0	A0A0H5Q9J0_NEIMI		887	Neisseria meningitidis serogroup B OX=491	4:Protein predicted	Pyruvate dehydrogenase E1 component	1	0.9938	2	2	0	2	0	0	2	0	0	0	0	0	2	0	0	3.33E+07	0	0	0	"tr|A0A0Y5G5E1|A0A0Y5G5E1_NEIME, tr|A0A125WD65|A0A125WD65_NEIME, tr|A0A1D3IEW3|A0A1D3IEW3_NEIGO, tr|A0A2X1UFP3|A0A2X1UFP3_NEIME, tr|A0A424FI33|A0A424FI33_NEIME, tr|A0A4D7WQY1|A0A4D7WQY1_NEISU, tr|A0A7T3BM48|A0A7T3BM48_NEICI, tr|A0A7U8LF65|A0A7U8LF65_NEIGO, tr|A0A8I1A807|A0A8I1A807_NEIME, tr|C6S7H6|C6S7H6_NEIML, tr|C6SCX0|C6SCX0_NEIME, tr|D0W0E4|D0W0E4_NEICI"
tr|A0A0H5QFL7|A0A0H5QFL7_NEIMI	A0A0H5QFL7	A0A0H5QFL7_NEIMI	atpD	465	Neisseria meningitidis serogroup B OX=491	3:Protein inferred from homology	ATP synthase subunit beta	1	0.9983	5	5	0	6	2	0	3	0	0	0	3	0	3	1.61E+07	1.31E+07	1.03E+08	7550032	1.15E+07	3.44E+07	"tr|A0A125WB41|A0A125WB41_NEIME, tr|A0A1V0DSX8|A0A1V0DSX8_NEILA, tr|A0A4D7X2E9|A0A4D7X2E9_NEISU, tr|A0A837BY95|A0A837BY95_NEIMU, tr|A0A8F7T4H5|A0A8F7T4H5_NEIPE, tr|C0ELX5|C0ELX5_NEIFL, tr|C6S4Y8|C6S4Y8_NEIML, tr|D0W2J3|D0W2J3_NEICI, tr|E0NBE4|E0NBE4_NEIME, tr|E3D351|E3D351_NEIM7"
tr|A0A0J9YWL0|A0A0J9YWL0_HUMAN	A0A0J9YWL0	A0A0J9YWL0_HUMAN	CRYBG1	2131	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta/gamma crystallin domain-containing protein 1	1	0.999	21	22	0	22	21	0	1	0	0	0	21	0	1	2.15E+08	1.20E+08	1.36E+08	2.41E+07	1.90E+07	2.55E+07	
tr|A0A0K2RY19|A0A0K2RY19_9MICC	A0A0K2RY19	A0A0K2RY19_9MICC	eno	426	Rothia mucilaginosa OX=43675	3:Protein inferred from homology	Enolase	1	0.999	2	2	0	2	2	0	0	0	0	0	2	0	0	1.06E+07	997497.2	0	0	0	0	"tr|A0A291DE75|A0A291DE75_9MICC, tr|A0A2I1Z4F0|A0A2I1Z4F0_9MICC"
tr|A0A0K2RYG2|A0A0K2RYG2_9MICC	A0A0K2RYG2	A0A0K2RYG2_9MICC	CYK05_07860	193	Rothia mucilaginosa OX=43675	4:Protein predicted	Alkyl hydroperoxide reductase C	0.993	0.999	1	1	0	1	1	0	0	0	0	0	1	0	0	1.05E+07	0	0	0	0	0	"tr|A0A2A8D4V3|A0A2A8D4V3_9MICC, tr|E3H497|E3H497_ROTDC, tr|G5ETQ7|G5ETQ7_9MICC"
tr|A0A0K2RYV3|A0A0K2RYV3_9MICC	A0A0K2RYV3	A0A0K2RYV3_9MICC	rpsN	101	Rothia mucilaginosa OX=43675	3:Protein inferred from homology	30S ribosomal protein S14	0.8886	0.9824	1	2	2	2	2	0	0	2	0	0	2	0	0	3093060	850435.56	0	0	0	0	
tr|A0A0K2RZH3|A0A0K2RZH3_9MICC	A0A0K2RZH3	A0A0K2RZH3_9MICC	CO690_06690	165	Rothia mucilaginosa OX=43675	3:Protein inferred from homology	DNA starvation/stationary phase protection protein Dps	1	0.9932	1	1	0	1	1	0	0	0	0	0	1	0	0	4179762.5	0	0	0	0	0	"tr|A0A2I1Z6Z1|A0A2I1Z6Z1_9MICC, tr|A0A8F7THH4|A0A8F7THH4_9MICC, tr|D2NR31|D2NR31_ROTMD, tr|G5EPS0|G5EPS0_9MICC"
tr|A0A0K2RZY6|A0A0K2RZY6_9MICC	A0A0K2RZY6	A0A0K2RZY6_9MICC	rpoA	330	Rothia mucilaginosa OX=43675	3:Protein inferred from homology	DNA-directed RNA polymerase subunit alpha	0.9842	0.9977	1	1	0	1	1	0	0	0	0	0	1	0	0	1656696.1	0	0	0	0	0	"tr|A0A2A8D8L0|A0A2A8D8L0_9MICC, tr|A0A448UVS5|A0A448UVS5_9MICC, tr|A0A8F6TEQ3|A0A8F6TEQ3_9MICC, tr|D2NRR3|D2NRR3_ROTMD"
tr|A0A0K2RZZ7|A0A0K2RZZ7_9MICC	A0A0K2RZZ7	A0A0K2RZZ7_9MICC	rplJ	176	Rothia mucilaginosa OX=43675	3:Protein inferred from homology	50S ribosomal protein L10	0.8923	0.983	1	1	0	1	1	0	0	0	0	0	1	0	0	2198121	0	3268218.5	0	0	0	"tr|A0A2I1Z6K8|A0A2I1Z6K8_9MICC, tr|A0A8F7TL46|A0A8F7TL46_9MICC, tr|D2NRI9|D2NRI9_ROTMD"
tr|A0A0K2S010|A0A0K2S010_9MICC	A0A0K2S010	A0A0K2S010_9MICC	tuf	396	Rothia mucilaginosa OX=43675	3:Protein inferred from homology	Elongation factor Tu	1	0.9986	3	3	0	3	3	0	0	0	0	0	3	0	0	9473811	1.53E+07	7749927	5070480	9131777	0	"tr|D2NRM6|D2NRM6_ROTMD, tr|G5EQ90|G5EQ90_9MICC"
tr|A0A0K2S1H0|A0A0K2S1H0_9MICC	A0A0K2S1H0	A0A0K2S1H0_9MICC	pgk	407	Rothia mucilaginosa OX=43675	3:Protein inferred from homology	Phosphoglycerate kinase	0.918	0.9874	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"tr|A0A2I1Z5H5|A0A2I1Z5H5_9MICC, tr|A0A8F7TM47|A0A8F7TM47_9MICC, tr|C6R5R7|C6R5R7_9MICC, tr|D2NTH0|D2NTH0_ROTMD, tr|G5ERX1|G5ERX1_9MICC"
tr|A0A0L8ELH2|A0A0L8ELH2_9BURK	A0A0L8ELH2	A0A0L8ELH2_9BURK	AD428_22270	509	Achromobacter sp. DMS1 OX=1688405	3:Protein inferred from homology	Aldehyde dehydrogenase	1	0.9987	5	7	1	9	3	2	2	1	0	0	4	3	2	1.42E+08	3.14E+08	3.68E+08	8.85E+07	2.35E+08	2.56E+08	
tr|A0A0L8EP94|A0A0L8EP94_9BURK	A0A0L8EP94	A0A0L8EP94_9BURK	argG	444	Achromobacter sp. DMS1 OX=1688405	3:Protein inferred from homology	Argininosuccinate synthase	1	0.9808	1	1	0	1	1	0	0	0	0	0	1	0	0	4646062.5	1.25E+07	1.51E+07	0	0	0	"tr|A0A1X3DFJ2|A0A1X3DFJ2_9NEIS, tr|F2BAY1|F2BAY1_9NEIS"
tr|A0A0M4S089|A0A0M4S089_FUSNC	A0A0M4S089	A0A0M4S089_FUSNC	tuf	394	Fusobacterium nucleatum subsp. nucleatum OX=76856	3:Protein inferred from homology	Elongation factor Tu	0.9766	0.9968	3	1	0	4	1	0	0	0	0	0	4	0	0	4115679.5	1.10E+07	1.17E+07	0	0	0	"tr|A0A0S2ZH68|A0A0S2ZH68_9FUSO, tr|A0A2D3P9Z4|A0A2D3P9Z4_9FUSO, tr|A0A2D3PNL7|A0A2D3PNL7_9FUSO, tr|A0A2G9ECB5|A0A2G9ECB5_9FUSO, tr|A0A2G9EI98|A0A2G9EI98_9FUSO, tr|A0A3P1V0S4|A0A3P1V0S4_9FUSO, tr|A0A7T9R1E2|A0A7T9R1E2_9FUSO, tr|D4CVQ3|D4CVQ3_9FUSO"
tr|A0A0M4SAM8|A0A0M4SAM8_9PROT	A0A0M4SAM8	A0A0M4SAM8_9PROT	atpD	465	Campylobacter concisus OX=199	3:Protein inferred from homology	ATP synthase subunit beta	1	0.9989	4	8	0	10	4	2	2	0	0	0	5	3	2	5.97E+07	1.47E+08	1.55E+08	2.46E+07	6.45E+07	7.50E+07	"tr|A0A1L9R2T2|A0A1L9R2T2_9PROT, tr|A0A1X4MJR6|A0A1X4MJR6_9PROT, tr|A0A1Y5MPY1|A0A1Y5MPY1_9PROT, tr|A0A1Y5NGH4|A0A1Y5NGH4_9PROT, tr|A0A7S9R9Z8|A0A7S9R9Z8_9PROT, tr|A0A7S9RD79|A0A7S9RD79_9PROT, tr|A0A7S9RSK4|A0A7S9RSK4_9PROT, tr|A0A7S9WT63|A0A7S9WT63_9PROT, tr|U2GL12|U2GL12_9PROT"
tr|A0A0M7K615|A0A0M7K615_9BURK	A0A0M7K615	A0A0M7K615_9BURK	ERS370003_03170	181	Achromobacter sp OX=134375	4:Protein predicted	Immunogenic protein MPT70	0.8529	0.9759	1	1	0	1	1	0	0	0	0	0	1	0	0	2214706.8	4929054	1.06E+07	0	0	0	"tr|A0A109XXW7|A0A109XXW7_ALCXX, tr|A0A1D8IE04|A0A1D8IE04_9BURK, tr|A0A2I8DQA8|A0A2I8DQA8_9BURK, tr|A0A2S5GNH3|A0A2S5GNH3_9BURK, tr|A0A2S8V9W8|A0A2S8V9W8_9BURK, tr|A0A366FBU1|A0A366FBU1_9BURK, tr|A0A3S4NEI6|A0A3S4NEI6_9BURK, tr|A0A3S5HVS9|A0A3S5HVS9_9BURK, tr|A0A5K4Z1M7|A0A5K4Z1M7_ALCXX, tr|A0A6S7A5M4|A0A6S7A5M4_9BURK, tr|A0A6S7AV03|A0A6S7AV03_9BURK, tr|A0A6S7CMM2|A0A6S7CMM2_9BURK, tr|A0A6S7DKS8|A0A6S7DKS8_9BURK, tr|A0A6S7DZ69|A0A6S7DZ69_9BURK, tr|A0A6S7ENF4|A0A6S7ENF4_9BURK, tr|A0A7T4B8R7|A0A7T4B8R7_9BURK, tr|A0A7X9ZD93|A0A7X9ZD93_9BURK, tr|D4XHC0|D4XHC0_9BURK"
tr|A0A0N8IDH6|A0A0N8IDH6_9NEIS	A0A0N8IDH6	A0A0N8IDH6_9NEIS	AKG09_11050	160	Neisseria sp. 83E34 OX=1692264	4:Protein predicted	Type VI secretion system tube protein Hcp	0.9258	0.9887	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	2.80E+07	0	0	0	"tr|A0A1X3CR33|A0A1X3CR33_9NEIS, tr|A0A378WFP5|A0A378WFP5_9NEIS, tr|A0A4D7WUK1|A0A4D7WUK1_NEISU, tr|A0A5J6PZ69|A0A5J6PZ69_9NEIS, tr|D2ZY13|D2ZY13_NEIMU"
tr|A0A0P0NB31|A0A0P0NB31_STRAP	A0A0P0NB31	A0A0P0NB31_STRAP	rpmC	68	Streptococcus anginosus OX=1328	3:Protein inferred from homology	50S ribosomal protein L29	0.9098	0.986	1	1	0	1	1	0	0	0	0	0	1	0	0	6993210	0	2724017.8	0	0	0	"tr|A0A1S0ZES2|A0A1S0ZES2_SALET, tr|A0A2I1TZ97|A0A2I1TZ97_STRMT, tr|A0A2I1UUX7|A0A2I1UUX7_STRAP, tr|J1P239|J1P239_STREE, tr|S7XA49|S7XA49_STRMT"
tr|A0A0P7IYZ3|A0A0P7IYZ3_9NEIS	A0A0P7IYZ3	A0A0P7IYZ3_9NEIS	AKG09_01035	494	Neisseria sp. 83E34 OX=1692264	3:Protein inferred from homology	Aldehyde dehydrogenase	0.9844	0.9787	2	1	0	2	0	0	1	0	0	0	0	0	2	0	0	1.87E+07	0	0	0	
tr|A0A0P7K9K9|A0A0P7K9K9_9NEIS	A0A0P7K9K9	A0A0P7K9K9_9NEIS	rplM	142	Neisseria sp. 83E34 OX=1692264	3:Protein inferred from homology	50S ribosomal protein L13	0.8466	0.9747	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1.11E+07	0	0	0	"tr|A0A1X3D0G6|A0A1X3D0G6_9NEIS, tr|A0A3S4ZM39|A0A3S4ZM39_9NEIS, tr|A0A4D7WUK3|A0A4D7WUK3_NEISU, tr|C0EPV6|C0EPV6_NEIFL, tr|L1P2X9|L1P2X9_9NEIS"
tr|A0A0Q8WUX8|A0A0Q8WUX8_9BURK	A0A0Q8WUX8	A0A0Q8WUX8_9BURK	ASE30_11880	294	Achromobacter sp. Root83 OX=1736602	3:Protein inferred from homology	Glucose-1-phosphate thymidylyltransferase	0.9041	0.985	1	1	0	1	1	0	0	0	0	0	1	0	0	833284.25	2977671.2	4280023.5	0	0	0	"tr|A0A6N0JV98|A0A6N0JV98_ACHDE, tr|A0A6S7F5G9|A0A6S7F5G9_9BURK, tr|D5UPU1|D5UPU1_TSUPD"
tr|A0A0U5BG27|A0A0U5BG27_9PROT	A0A0U5BG27	A0A0U5BG27_9PROT	pnp	716	Acetobacter ghanensis OX=431306	3:Protein inferred from homology	Polyribonucleotide nucleotidyltransferase	0.9728	0.996	1	1	0	1	1	0	0	0	0	0	1	0	0	2539701.5	6421222.5	7882022.5	0	0	0	"tr|A0A252B1A1|A0A252B1A1_9PROT, tr|A0A252BRX2|A0A252BRX2_9PROT, tr|A0A269XWZ5|A0A269XWZ5_9PROT, tr|A0A270BKZ0|A0A270BKZ0_9PROT, tr|A0A4Y3TUP7|A0A4Y3TUP7_9PROT, tr|A0A5C1YPX1|A0A5C1YPX1_9PROT, tr|A0A841QG88|A0A841QG88_9PROT"
tr|A0A0Z8GPZ6|A0A0Z8GPZ6_STRSU	A0A0Z8GPZ6	A0A0Z8GPZ6_STRSU	hpaIIM	515	Streptococcus suis OX=1307	3:Protein inferred from homology	Cytosine-specific methyltransferase	0.8642	0.978	1	1	0	1	0	0	1	0	0	0	0	0	1	2.43E+07	3.19E+07	4.77E+07	0	0	0	tr|A0A2X4AG94|A0A2X4AG94_STRSA
tr|A0A100YNN6|A0A100YNN6_VEIPA	A0A100YNN6	A0A100YNN6_VEIPA	tuf	395	Veillonella parvula OX=29466	3:Protein inferred from homology	Elongation factor Tu	0	0.9987	2	2	0	3	2	0	0	0	0	0	3	0	0	9526516	1.11E+07	1.25E+07	0	0	0	"tr|A0A134C5I3|A0A134C5I3_9FIRM, tr|A0A2I1TE66|A0A2I1TE66_VEIPA, tr|A0A2S7YW91|A0A2S7YW91_9FIRM, tr|A0A2S7YWC7|A0A2S7YWC7_9FIRM, tr|A0A2S7ZPT3|A0A2S7ZPT3_9FIRM, tr|A0A413E7M2|A0A413E7M2_VEIPA, tr|D1YM94|D1YM94_VEIPA, tr|F5KZC4|F5KZC4_VEIPA, tr|R5ASS0|R5ASS0_9BACT, tr|W1V976|W1V976_9FIRM"
tr|A0A133RVB4|A0A133RVB4_STRMT	A0A133RVB4	A0A133RVB4_STRMT	HMPREF3228_01515	332	Streptococcus mitis OX=28037	4:Protein predicted	PTS system mannose-specific EIIAB component	0.954	0.9931	1	1	0	1	1	0	0	0	0	0	1	0	0	1175571	0	2598913	0	0	0	"tr|A0A1S9ZCV2|A0A1S9ZCV2_STRMT, tr|A0A1X1KAK8|A0A1X1KAK8_STRMT, tr|A0A428CQH3|A0A428CQH3_STRMT"
tr|A0A133ZTX4|A0A133ZTX4_9BACL	A0A133ZTX4	A0A133ZTX4_9BACL	dnaK	607	Gemella asaccharolytica OX=502393	2:Experimental evidence at transcript level	Chaperone protein DnaK	0.9998	0.9987	2	1	0	2	1	0	0	0	0	0	2	0	0	1.64E+07	0	0	0	0	0	tr|A0A8T8UCR6|A0A8T8UCR6_9BACL
